/var/spool/slurm/d/job3023484/slurm_script: line 10: activate: No such file or directory
/home/ch225256/.conda/envs/bnt/lib/python3.9/site-packages/hydra/_internal/defaults_list.py:251: UserWarning: In 'config': Defaults list is missing `_self_`. See https://hydra.cc/docs/1.2/upgrades/1.0_to_1.1/default_composition_order for more information
  warnings.warn(msg, UserWarning)
[2024-01-04 16:46:11,712][HYDRA] Launching 1 jobs locally
[2024-01-04 16:46:11,712][HYDRA] 	#0 : datasz=100p model=bnt dataset=ABIDE repeat_time=3 preprocess=mixup
wandb: Currently logged in as: mhdarafat. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.16.1
wandb: Run data is saved locally in /home/ch225256/BNT/BrainNetworkTransformer/wandb/run-20240104_164615-9fcrb2zp
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avid-sun-3
wandb: ⭐️ View project at https://wandb.ai/mhdarafat/brainnetworktransformer
wandb: 🚀 View run at https://wandb.ai/mhdarafat/brainnetworktransformer/runs/9fcrb2zp
/home/ch225256/.conda/envs/bnt/lib/python3.9/site-packages/torch/nn/_reduction.py:42: UserWarning: size_average and reduce args will be deprecated, please use reduction='sum' instead.
  warnings.warn(warning.format(ret))
[2024-01-04 16:46:30,802][optimizer.py][L65][INFO] Parameters [normal] length [39]
[2024-01-04 16:46:30,821][training.py][L29][INFO] #model params: 3980890
[2024-01-04 16:46:36,171][training.py][L155][INFO] Epoch[0/200] | Train Loss: 11.093 | Train Accuracy: 27.699% | Test Loss: 10.691 | Test Accuracy: 59.000% | Val AUC:0.6708 | Test AUC:0.5308 | Test Sen:1.0000 | LR:0.0001
[2024-01-04 16:46:37,098][training.py][L155][INFO] Epoch[1/200] | Train Loss: 10.711 | Train Accuracy: 35.653% | Test Loss: 10.403 | Test Accuracy: 56.000% | Val AUC:0.7106 | Test AUC:0.6168 | Test Sen:0.6441 | LR:0.0001
[2024-01-04 16:46:37,994][training.py][L155][INFO] Epoch[2/200] | Train Loss: 10.113 | Train Accuracy: 39.347% | Test Loss: 9.980 | Test Accuracy: 64.000% | Val AUC:0.7390 | Test AUC:0.6978 | Test Sen:0.5424 | LR:0.0001
[2024-01-04 16:46:38,887][training.py][L155][INFO] Epoch[3/200] | Train Loss: 8.782 | Train Accuracy: 47.159% | Test Loss: 10.911 | Test Accuracy: 57.000% | Val AUC:0.7684 | Test AUC:0.7350 | Test Sen:0.3559 | LR:0.0001
[2024-01-04 16:46:39,796][training.py][L155][INFO] Epoch[4/200] | Train Loss: 8.589 | Train Accuracy: 43.750% | Test Loss: 8.372 | Test Accuracy: 74.000% | Val AUC:0.7782 | Test AUC:0.8069 | Test Sen:0.8475 | LR:0.0001
[2024-01-04 16:46:40,714][training.py][L155][INFO] Epoch[5/200] | Train Loss: 6.891 | Train Accuracy: 50.000% | Test Loss: 8.612 | Test Accuracy: 71.000% | Val AUC:0.7909 | Test AUC:0.8074 | Test Sen:0.6441 | LR:0.0001
[2024-01-04 16:46:41,610][training.py][L155][INFO] Epoch[6/200] | Train Loss: 7.266 | Train Accuracy: 46.875% | Test Loss: 8.969 | Test Accuracy: 69.000% | Val AUC:0.7824 | Test AUC:0.8119 | Test Sen:0.5763 | LR:0.0001
[2024-01-04 16:46:42,570][training.py][L155][INFO] Epoch[7/200] | Train Loss: 6.126 | Train Accuracy: 52.557% | Test Loss: 8.170 | Test Accuracy: 73.000% | Val AUC:0.7975 | Test AUC:0.8041 | Test Sen:0.7797 | LR:0.0001
[2024-01-04 16:46:43,482][training.py][L155][INFO] Epoch[8/200] | Train Loss: 5.397 | Train Accuracy: 52.273% | Test Loss: 8.487 | Test Accuracy: 71.000% | Val AUC:0.7893 | Test AUC:0.8131 | Test Sen:0.6102 | LR:0.0001
[2024-01-04 16:46:44,376][training.py][L155][INFO] Epoch[9/200] | Train Loss: 4.956 | Train Accuracy: 55.966% | Test Loss: 9.998 | Test Accuracy: 65.000% | Val AUC:0.7955 | Test AUC:0.8090 | Test Sen:0.4746 | LR:0.0001
[2024-01-04 16:46:45,272][training.py][L155][INFO] Epoch[10/200] | Train Loss: 5.914 | Train Accuracy: 51.705% | Test Loss: 8.516 | Test Accuracy: 67.000% | Val AUC:0.7782 | Test AUC:0.7888 | Test Sen:0.6441 | LR:0.0001
